#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
E2f1	Tbp	10090.ENSMUSP00000099434	10090.ENSMUSP00000124317	0	0.272	0	0.440	0.575
E2f4	Spi1	10090.ENSMUSP00000015003	10090.ENSMUSP00000002180	0	0.048	0.395	0.049	0.404
E2f4	Tbp	10090.ENSMUSP00000015003	10090.ENSMUSP00000124317	0	0.172	0	0.346	0.435
E2f4	Hdac2	10090.ENSMUSP00000015003	10090.ENSMUSP00000019911	0	0.191	0.588	0.147	0.690
E2f4	Mybl2	10090.ENSMUSP00000015003	10090.ENSMUSP00000018005	0	0.277	0	0.653	0.738
E2f4	Kat2a	10090.ENSMUSP00000015003	10090.ENSMUSP00000099407	0	0.190	0.634	0.206	0.744
E2f4	Sin3a	10090.ENSMUSP00000015003	10090.ENSMUSP00000130221	0	0.130	0.588	0.535	0.818
E2f6	Taf7	10090.ENSMUSP00000020908	10090.ENSMUSP00000065645	0	0	0.720	0	0.720
E2f6	Taf1	10090.ENSMUSP00000020908	10090.ENSMUSP00000098895	0	0	0.720	0	0.720
E2f6	Max	10090.ENSMUSP00000020908	10090.ENSMUSP00000106025	0	0.199	0.720	0.211	0.807
Foxm1	Nanog	10090.ENSMUSP00000073041	10090.ENSMUSP00000012540	0	0.433	0	0	0.433
Foxm1	Mybl2	10090.ENSMUSP00000073041	10090.ENSMUSP00000018005	0	0.076	0	0.800	0.807
Hdac2	Spi1	10090.ENSMUSP00000019911	10090.ENSMUSP00000002180	0	0.458	0	0	0.458
Hdac2	Stat5a	10090.ENSMUSP00000019911	10090.ENSMUSP00000004145	0	0.164	0.417	0	0.491
Hdac2	Nanog	10090.ENSMUSP00000019911	10090.ENSMUSP00000012540	0	0.483	0	0.071	0.499
Hdac2	Runx1	10090.ENSMUSP00000019911	10090.ENSMUSP00000023673	0	0.473	0	0.063	0.485
Hdac2	Pml	10090.ENSMUSP00000019911	10090.ENSMUSP00000082816	0	0.473	0	0.068	0.488
Hdac2	Kdm2b	10090.ENSMUSP00000019911	10090.ENSMUSP00000038229	0	0.142	0.360	0.146	0.490
Hdac2	Pou5f1	10090.ENSMUSP00000019911	10090.ENSMUSP00000025271	0	0.483	0	0.082	0.505
Hdac2	Myc	10090.ENSMUSP00000019911	10090.ENSMUSP00000022971	0	0.213	0.381	0.156	0.552
Hdac2	Zfp42	10090.ENSMUSP00000019911	10090.ENSMUSP00000080765	0	0.104	0.586	0	0.613
Hdac2	Sox2	10090.ENSMUSP00000019911	10090.ENSMUSP00000096755	0	0.492	0	0.317	0.638
Hdac2	Max	10090.ENSMUSP00000019911	10090.ENSMUSP00000106025	0	0.061	0.634	0.050	0.644
Hdac2	Mycn	10090.ENSMUSP00000019911	10090.ENSMUSP00000045993	0	0.206	0	0.639	0.701
Hdac2	Klf4	10090.ENSMUSP00000019911	10090.ENSMUSP00000103245	0	0.272	0.137	0.754	0.832
Hdac2	Sin3a	10090.ENSMUSP00000019911	10090.ENSMUSP00000130221	0	0.709	0.923	0.935	0.998
Hoxc9	Pbx3	10090.ENSMUSP00000001706	10090.ENSMUSP00000045281	0	0.540	0	0.318	0.672
Kat2a	Myc	10090.ENSMUSP00000099407	10090.ENSMUSP00000022971	0	0.230	0.585	0.841	0.944
Kat2a	Taf7	10090.ENSMUSP00000099407	10090.ENSMUSP00000065645	0	0.198	0.720	0.074	0.773
Kat2a	Taf1	10090.ENSMUSP00000099407	10090.ENSMUSP00000098895	0	0.234	0.255	0	0.404
Kat2a	Max	10090.ENSMUSP00000099407	10090.ENSMUSP00000106025	0	0.263	0.634	0	0.718
Kat2a	Tbp	10090.ENSMUSP00000099407	10090.ENSMUSP00000124317	0	0.454	0.600	0.347	0.845
Klf1	Sin3a	10090.ENSMUSP00000064366	10090.ENSMUSP00000130221	0	0.141	0	0.436	0.494
Klf4	Pou5f1	10090.ENSMUSP00000103245	10090.ENSMUSP00000025271	0	0.443	0	0.344	0.619
Max	Nanog	10090.ENSMUSP00000106025	10090.ENSMUSP00000012540	0	0.483	0	0	0.483
Max	Myc	10090.ENSMUSP00000106025	10090.ENSMUSP00000022971	0	0.887	0.585	0.944	0.997
Max	Pou5f1	10090.ENSMUSP00000106025	10090.ENSMUSP00000025271	0	0.439	0	0	0.439
Max	Mycn	10090.ENSMUSP00000106025	10090.ENSMUSP00000045993	0	0.507	0	0.751	0.872
Max	Taf7	10090.ENSMUSP00000106025	10090.ENSMUSP00000065645	0	0	0.720	0	0.720
Max	Pml	10090.ENSMUSP00000106025	10090.ENSMUSP00000082816	0	0.071	0.634	0	0.645
Max	Sox2	10090.ENSMUSP00000106025	10090.ENSMUSP00000096755	0	0.433	0	0	0.433
Max	Taf1	10090.ENSMUSP00000106025	10090.ENSMUSP00000098895	0	0.055	0.720	0	0.724
Max	Nfyb	10090.ENSMUSP00000106025	10090.ENSMUSP00000122403	0	0.065	0.634	0.044	0.644
Max	Sin3a	10090.ENSMUSP00000106025	10090.ENSMUSP00000130221	0	0.266	0.634	0	0.719
Mybl2	Ttf2	10090.ENSMUSP00000018005	10090.ENSMUSP00000076208	0	0.390	0	0.117	0.439
Mybl2	Pou5f1	10090.ENSMUSP00000018005	10090.ENSMUSP00000025271	0	0.446	0	0	0.446
Mybl2	Sin3a	10090.ENSMUSP00000018005	10090.ENSMUSP00000130221	0	0.080	0.421	0.081	0.467
Myc	Sin3a	10090.ENSMUSP00000022971	10090.ENSMUSP00000130221	0	0.242	0.307	0.097	0.484
Myc	Mycn	10090.ENSMUSP00000022971	10090.ENSMUSP00000045993	0	0.438	0	0.351	0.619
Myc	Nfyb	10090.ENSMUSP00000022971	10090.ENSMUSP00000122403	0	0.099	0.585	0.146	0.652
Myc	Pml	10090.ENSMUSP00000022971	10090.ENSMUSP00000082816	0	0.230	0.585	0	0.666
Mycn	Sox2	10090.ENSMUSP00000045993	10090.ENSMUSP00000096755	0	0.438	0	0.081	0.461
Nanog	Zfp42	10090.ENSMUSP00000012540	10090.ENSMUSP00000080765	0	0.438	0	0	0.438
Nanog	Pml	10090.ENSMUSP00000012540	10090.ENSMUSP00000082816	0	0.483	0	0	0.483
Nanog	Sox2	10090.ENSMUSP00000012540	10090.ENSMUSP00000096755	0	0.488	0	0	0.488
Nanog	Sin3a	10090.ENSMUSP00000012540	10090.ENSMUSP00000130221	0	0.488	0	0.671	0.825
Nanog	Pou5f1	10090.ENSMUSP00000012540	10090.ENSMUSP00000025271	0	0.485	0	0.754	0.868
Nelfa	Nelfe	10090.ENSMUSP00000030993	10090.ENSMUSP00000134272	0	0.932	0.800	0.451	0.991
Nfya	Tbp	10090.ENSMUSP00000043909	10090.ENSMUSP00000124317	0	0.433	0	0.063	0.446
Nfya	Nfyb	10090.ENSMUSP00000043909	10090.ENSMUSP00000122403	0	0.939	0.923	0.959	0.999
Nfyb	Tbp	10090.ENSMUSP00000122403	10090.ENSMUSP00000124317	0	0.130	0	0.410	0.465
Pml	Spi1	10090.ENSMUSP00000082816	10090.ENSMUSP00000002180	0	0.439	0	0	0.439
Pml	Runx1	10090.ENSMUSP00000082816	10090.ENSMUSP00000023673	0	0.466	0.800	0	0.888
Pml	Pou5f1	10090.ENSMUSP00000082816	10090.ENSMUSP00000025271	0	0.433	0	0	0.433
Pou5f1	Sin3a	10090.ENSMUSP00000025271	10090.ENSMUSP00000130221	0	0.130	0	0.358	0.417
Pou5f1	Ttf2	10090.ENSMUSP00000025271	10090.ENSMUSP00000076208	0	0.433	0	0	0.433
Pou5f1	Tbp	10090.ENSMUSP00000025271	10090.ENSMUSP00000124317	0	0.433	0	0	0.433
Pou5f1	Zfp42	10090.ENSMUSP00000025271	10090.ENSMUSP00000080765	0	0.492	0	0	0.492
Pou5f1	Taf1	10090.ENSMUSP00000025271	10090.ENSMUSP00000098895	0	0.433	0	0.274	0.570
Pou5f1	Sox2	10090.ENSMUSP00000025271	10090.ENSMUSP00000096755	0	0.899	0	0.919	0.991
Runx1	Spi1	10090.ENSMUSP00000023673	10090.ENSMUSP00000002180	0	0.130	0.800	0.231	0.854
Runx1	Tcf3	10090.ENSMUSP00000023673	10090.ENSMUSP00000100979	0	0.130	0.600	0.060	0.644
Runx1	Sin3a	10090.ENSMUSP00000023673	10090.ENSMUSP00000130221	0	0.488	0.600	0.578	0.906
Sin3a	Spi1	10090.ENSMUSP00000130221	10090.ENSMUSP00000002180	0	0.439	0	0.590	0.760
Sin3a	Sox2	10090.ENSMUSP00000130221	10090.ENSMUSP00000096755	0	0.488	0	0.266	0.608
Spi1	Tcf3	10090.ENSMUSP00000002180	10090.ENSMUSP00000100979	0	0	0	0.411	0.410
Spi1	Tbp	10090.ENSMUSP00000002180	10090.ENSMUSP00000124317	0	0.227	0.634	0.752	0.923
Taf1	Taf7	10090.ENSMUSP00000098895	10090.ENSMUSP00000065645	0	0.803	0.800	0.854	0.993
Taf1	Tbp	10090.ENSMUSP00000098895	10090.ENSMUSP00000124317	0	0.803	0.800	0.894	0.995
Taf7	Tbp	10090.ENSMUSP00000065645	10090.ENSMUSP00000124317	0	0.953	0.800	0.579	0.995
