#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0035295	Tube development	24	961	0.99	5.56e-16	10090.ENSMUSP00000005279,10090.ENSMUSP00000008542,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000061539,10090.ENSMUSP00000066789,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Klf5,Elk3,Gata2,Myb,Tfap2c,Smarca4,Smad3,Eomes,Kdm2b,Foxa1,Gata6,Rarg,Tcf21,Kdm6a,Ep300,Cebpa,Sox2,Kat2a,Gata3,Jun,Mecom,Trp63,Zmiz1,Smad2
GO:0045597	Positive regulation of cell differentiation	25	1103	0.95	8.03e-16	10090.ENSMUSP00000000450,10090.ENSMUSP00000005279,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000066789,10090.ENSMUSP00000069850,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103905,10090.ENSMUSP00000109202,10090.ENSMUSP00000110965,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Pparg,Klf5,Gata2,Myb,Runx1,Rela,Smarca4,Smad3,Foxa1,Gata6,Ep300,Cebpb,Jund,Cebpa,Sox2,Kat2a,E2f1,Gata3,Tcf3,Jun,Mecom,Runx2,Trp63,Zmiz1,Smad2
GO:0001701	In utero embryonic development	19	512	1.16	3.92e-15	10090.ENSMUSP00000003135,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000041774,10090.ENSMUSP00000061539,10090.ENSMUSP00000064366,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000096129,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000103905,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Elf3,Gata2,Myb,Runx1,Tfap2c,Smarca4,Smad3,Eomes,Gata6,Kdm6a,Klf1,Cebpb,Hsf1,Cebpa,Kat2a,Gata3,Mecom,Zmiz1,Smad2
GO:0035239	Tube morphogenesis	21	728	1.06	7.56e-15	10090.ENSMUSP00000005279,10090.ENSMUSP00000008542,10090.ENSMUSP00000015197,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000061539,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Klf5,Elk3,Gata2,Tfap2c,Smarca4,Smad3,Eomes,Kdm2b,Foxa1,Gata6,Rarg,Tcf21,Kdm6a,Sox2,Kat2a,Gata3,Jun,Mecom,Trp63,Zmiz1,Smad2
GO:0045165	Cell fate commitment	15	263	1.35	3.61e-14	10090.ENSMUSP00000000450,10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000023673,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000035020,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000069850,10090.ENSMUSP00000096755,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000109202,10090.ENSMUSP00000130115	Pparg,Nanog,Gata2,Runx1,Tfap2c,Smarca4,Eomes,Foxa1,Gata6,Cebpb,Sox2,Gata3,Tcf3,Runx2,Smad2
GO:0050794	Regulation of cellular process	53	9541	0.34	4.89e-14	10090.ENSMUSP00000000080,10090.ENSMUSP00000000450,10090.ENSMUSP00000003135,10090.ENSMUSP00000005279,10090.ENSMUSP00000005841,10090.ENSMUSP00000008542,10090.ENSMUSP00000009740,10090.ENSMUSP00000012540,10090.ENSMUSP00000015003,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000027941,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000061539,10090.ENSMUSP00000062576,10090.ENSMUSP00000064366,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000088717,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000103905,10090.ENSMUSP00000104732,10090.ENSMUSP00000107677,10090.ENSMUSP00000109202,10090.ENSMUSP00000110965,10090.ENSMUSP00000115237,10090.ENSMUSP00000116205,10090.ENSMUSP00000124317,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Klf6,Pparg,Elf3,Klf5,Ctcf,Elk3,Taf7l,Nanog,E2f4,Gata2,Myb,Runx1,Rela,Atf3,Tfap2c,Smarca4,Smad3,Eomes,Kdm2b,Foxa1,Gata6,Rarg,Tcf21,Kdm6a,Nucks1,Klf1,Ercc6,Ep300,Ncor1,Egr1,Cebpb,Hsf1,Clock,Sry,Jund,Cebpa,Sox2,Kat2a,E2f1,Gata3,Tcf3,Jun,Klf4,Mecom,Maf,Zfp281,Runx2,Trp63,Sox3,Stag1,Tbp,Zmiz1,Smad2
GO:0048568	Embryonic organ development	18	505	1.15	6.03e-14	10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000061539,10090.ENSMUSP00000064366,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000100041,10090.ENSMUSP00000109202,10090.ENSMUSP00000130115	Gata2,Myb,Runx1,Smarca4,Smad3,Eomes,Kdm2b,Rarg,Tcf21,Kdm6a,Klf1,Cebpb,Hsf1,Cebpa,Sox2,Gata3,Runx2,Smad2
GO:0006325	Chromatin organization	19	625	1.08	1.27e-13	10090.ENSMUSP00000005841,10090.ENSMUSP00000020158,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000061539,10090.ENSMUSP00000062576,10090.ENSMUSP00000064366,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000074656,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000124863	Ctcf,Myb,Rela,Smarca4,Kdm2b,Foxa1,Kdm6a,Nucks1,Klf1,Ercc6,Ep300,Ncor1,Clock,Kat2a,Gata3,Tcf3,Mecom,Trp63,Zmiz1
GO:0048598	Embryonic morphogenesis	19	637	1.07	1.75e-13	10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000061539,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000103905,10090.ENSMUSP00000107677,10090.ENSMUSP00000109202,10090.ENSMUSP00000110965,10090.ENSMUSP00000130115	Nanog,Gata2,Smarca4,Smad3,Eomes,Kdm2b,Gata6,Rarg,Tcf21,Kdm6a,Sox2,Kat2a,Gata3,Tcf3,Mecom,Zfp281,Runx2,Trp63,Smad2
GO:0030855	Epithelial cell differentiation	18	540	1.12	1.79e-13	10090.ENSMUSP00000000450,10090.ENSMUSP00000003135,10090.ENSMUSP00000005279,10090.ENSMUSP00000015003,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000069850,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000104732,10090.ENSMUSP00000110965,10090.ENSMUSP00000115237	Pparg,Elf3,Klf5,E2f4,Tfap2c,Smarca4,Smad3,Foxa1,Gata6,Rarg,Tcf21,Cebpb,Gata3,Jun,Klf4,Maf,Trp63,Sox3
GO:0019438	Aromatic compound biosynthetic process	20	769	1.01	3.20e-13	10090.ENSMUSP00000000450,10090.ENSMUSP00000003135,10090.ENSMUSP00000009740,10090.ENSMUSP00000015197,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000041774,10090.ENSMUSP00000066256,10090.ENSMUSP00000069616,10090.ENSMUSP00000072617,10090.ENSMUSP00000076208,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000124317	Pparg,Elf3,Taf7l,Gata2,Rela,Smarca4,Smad3,Gata6,Ercc6,Egr1,Hsf1,Ttf2,Jund,Cebpa,E2f1,Gata3,Tcf3,Jun,Klf4,Tbp
GO:0051239	Regulation of multicellular organismal process	34	3205	0.62	4.29e-13	10090.ENSMUSP00000000080,10090.ENSMUSP00000000450,10090.ENSMUSP00000005279,10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000034973,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000104732,10090.ENSMUSP00000109202,10090.ENSMUSP00000110965,10090.ENSMUSP00000115237,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Klf6,Pparg,Klf5,Nanog,Gata2,Myb,Runx1,Rela,Smad3,Kdm2b,Foxa1,Gata6,Rarg,Ep300,Ncor1,Egr1,Cebpb,Hsf1,Clock,Jund,Cebpa,Sox2,Kat2a,E2f1,Gata3,Tcf3,Jun,Klf4,Maf,Runx2,Trp63,Sox3,Zmiz1,Smad2
GO:0048646	Anatomical structure formation involved in morphogenesis	21	952	0.94	1.21e-12	10090.ENSMUSP00000005279,10090.ENSMUSP00000008542,10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000061539,10090.ENSMUSP00000066789,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000110965,10090.ENSMUSP00000130115	Klf5,Elk3,Nanog,Gata2,Tfap2c,Smarca4,Smad3,Eomes,Kdm2b,Foxa1,Gata6,Rarg,Tcf21,Kdm6a,Ep300,Sox2,Kat2a,Gata3,Jun,Trp63,Smad2
GO:0002520	Immune system development	19	727	1.01	1.66e-12	10090.ENSMUSP00000000450,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000053178,10090.ENSMUSP00000064366,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000096129,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000103905,10090.ENSMUSP00000109202	Pparg,Gata2,Myb,Runx1,Smarca4,Smad3,Eomes,Tcf21,Klf1,Ep300,Ncor1,Egr1,Cebpa,Gata3,Tcf3,Jun,Klf4,Mecom,Runx2
GO:0051240	Positive regulation of multicellular organismal process	27	1902	0.75	1.84e-12	10090.ENSMUSP00000000080,10090.ENSMUSP00000000450,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000034973,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000066789,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000109202,10090.ENSMUSP00000110965,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Klf6,Pparg,Gata2,Myb,Runx1,Rela,Smad3,Kdm2b,Foxa1,Gata6,Ep300,Egr1,Cebpb,Hsf1,Jund,Cebpa,Sox2,Kat2a,E2f1,Gata3,Tcf3,Jun,Klf4,Runx2,Trp63,Zmiz1,Smad2
GO:0003006	Developmental process involved in reproduction	21	1005	0.92	3.28e-12	10090.ENSMUSP00000000450,10090.ENSMUSP00000009740,10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000088717,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000110965,10090.ENSMUSP00000115237,10090.ENSMUSP00000124317	Pparg,Taf7l,Nanog,Gata2,Eomes,Kdm2b,Foxa1,Gata6,Rarg,Tcf21,Cebpb,Hsf1,Clock,Sry,Cebpa,Sox2,E2f1,Gata3,Trp63,Sox3,Tbp
GO:1901362	Organic cyclic compound biosynthetic process	20	883	0.95	3.69e-12	10090.ENSMUSP00000000450,10090.ENSMUSP00000003135,10090.ENSMUSP00000009740,10090.ENSMUSP00000015197,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000041774,10090.ENSMUSP00000066256,10090.ENSMUSP00000069616,10090.ENSMUSP00000072617,10090.ENSMUSP00000076208,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000124317	Pparg,Elf3,Taf7l,Gata2,Rela,Smarca4,Smad3,Gata6,Ercc6,Egr1,Hsf1,Ttf2,Jund,Cebpa,E2f1,Gata3,Tcf3,Jun,Klf4,Tbp
GO:2000026	Regulation of multicellular organismal development	28	2150	0.71	3.75e-12	10090.ENSMUSP00000000450,10090.ENSMUSP00000005279,10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000066789,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000074656,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000104732,10090.ENSMUSP00000109202,10090.ENSMUSP00000110965,10090.ENSMUSP00000115237,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Pparg,Klf5,Nanog,Gata2,Myb,Runx1,Rela,Smad3,Foxa1,Gata6,Rarg,Ep300,Egr1,Cebpb,Clock,Sox2,Kat2a,E2f1,Gata3,Tcf3,Jun,Klf4,Maf,Runx2,Trp63,Sox3,Zmiz1,Smad2
GO:1902893	Regulation of pri-mirna transcription by rna polymerase ii	9	51	1.84	3.98e-12	10090.ENSMUSP00000005279,10090.ENSMUSP00000005841,10090.ENSMUSP00000015197,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000041774,10090.ENSMUSP00000069616,10090.ENSMUSP00000102711	Klf5,Ctcf,Gata2,Rela,Smarca4,Smad3,Gata6,Egr1,Jun
GO:0048608	Reproductive structure development	16	476	1.12	7.03e-12	10090.ENSMUSP00000000450,10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000035020,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000088717,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000100041,10090.ENSMUSP00000110965,10090.ENSMUSP00000115237	Pparg,Nanog,Gata2,Eomes,Foxa1,Gata6,Rarg,Tcf21,Cebpb,Hsf1,Sry,Cebpa,Sox2,Gata3,Trp63,Sox3
GO:0048534	Hematopoietic or lymphoid organ development	18	695	1.01	1.02e-11	10090.ENSMUSP00000000450,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000034707,10090.ENSMUSP00000035020,10090.ENSMUSP00000053178,10090.ENSMUSP00000064366,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000096129,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000103905,10090.ENSMUSP00000109202	Pparg,Gata2,Myb,Runx1,Smarca4,Eomes,Tcf21,Klf1,Ep300,Ncor1,Egr1,Cebpa,Gata3,Tcf3,Jun,Klf4,Mecom,Runx2
GO:0051276	Chromosome organization	20	946	0.92	1.21e-11	10090.ENSMUSP00000005841,10090.ENSMUSP00000020158,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000061539,10090.ENSMUSP00000062576,10090.ENSMUSP00000064366,10090.ENSMUSP00000066256,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000074656,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000116205,10090.ENSMUSP00000124863	Ctcf,Myb,Rela,Smarca4,Kdm2b,Foxa1,Kdm6a,Nucks1,Klf1,Ercc6,Ep300,Ncor1,Clock,Kat2a,Gata3,Tcf3,Mecom,Trp63,Stag1,Zmiz1
GO:0006366	Transcription by rna polymerase ii	12	200	1.37	2.18e-11	10090.ENSMUSP00000000450,10090.ENSMUSP00000003135,10090.ENSMUSP00000009740,10090.ENSMUSP00000025867,10090.ENSMUSP00000034973,10090.ENSMUSP00000041774,10090.ENSMUSP00000069616,10090.ENSMUSP00000092901,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000124317	Pparg,Elf3,Taf7l,Rela,Smad3,Gata6,Egr1,Jund,Tcf3,Jun,Klf4,Tbp
GO:0010033	Response to organic substance	30	2742	0.63	2.34e-11	10090.ENSMUSP00000000080,10090.ENSMUSP00000000450,10090.ENSMUSP00000005279,10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000027941,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000109202,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Klf6,Pparg,Klf5,Nanog,Gata2,Myb,Runx1,Rela,Atf3,Smad3,Foxa1,Gata6,Rarg,Ep300,Ncor1,Egr1,Cebpb,Hsf1,Jund,Cebpa,Sox2,Kat2a,E2f1,Gata3,Tcf3,Jun,Klf4,Runx2,Zmiz1,Smad2
GO:0030097	Hemopoiesis	17	637	1.02	3.48e-11	10090.ENSMUSP00000000450,10090.ENSMUSP00000015197,10090.ENSMUSP00000020158,10090.ENSMUSP00000023673,10090.ENSMUSP00000034707,10090.ENSMUSP00000035020,10090.ENSMUSP00000064366,10090.ENSMUSP00000066789,10090.ENSMUSP00000068974,10090.ENSMUSP00000069616,10090.ENSMUSP00000096129,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000103905,10090.ENSMUSP00000109202	Pparg,Gata2,Myb,Runx1,Smarca4,Eomes,Klf1,Ep300,Ncor1,Egr1,Cebpa,Gata3,Tcf3,Jun,Klf4,Mecom,Runx2
GO:1902895	Positive regulation of pri-mirna transcription by rna polymerase ii	8	39	1.91	3.64e-11	10090.ENSMUSP00000005279,10090.ENSMUSP00000005841,10090.ENSMUSP00000015197,10090.ENSMUSP00000025867,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000069616,10090.ENSMUSP00000102711	Klf5,Ctcf,Gata2,Rela,Smarca4,Smad3,Egr1,Jun
GO:0048729	Tissue morphogenesis	17	646	1.02	4.23e-11	10090.ENSMUSP00000012540,10090.ENSMUSP00000023673,10090.ENSMUSP00000030391,10090.ENSMUSP00000034707,10090.ENSMUSP00000034973,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000061539,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100041,10090.ENSMUSP00000103245,10090.ENSMUSP00000110965,10090.ENSMUSP00000130115	Nanog,Runx1,Tfap2c,Smarca4,Smad3,Eomes,Kdm2b,Foxa1,Rarg,Tcf21,Kdm6a,Sox2,Kat2a,Gata3,Klf4,Trp63,Smad2
GO:0051726	Regulation of cell cycle	20	1016	0.89	4.23e-11	10090.ENSMUSP00000012540,10090.ENSMUSP00000015003,10090.ENSMUSP00000034973,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000066256,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000092901,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000100979,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000103905,10090.ENSMUSP00000110965,10090.ENSMUSP00000116205	Nanog,E2f4,Smad3,Foxa1,Gata6,Ercc6,Hsf1,Clock,Jund,Cebpa,Sox2,Kat2a,E2f1,Gata3,Tcf3,Jun,Klf4,Mecom,Trp63,Stag1
GO:0022414	Reproductive process	23	1467	0.79	4.28e-11	10090.ENSMUSP00000000450,10090.ENSMUSP00000009740,10090.ENSMUSP00000012540,10090.ENSMUSP00000015197,10090.ENSMUSP00000035020,10090.ENSMUSP00000038229,10090.ENSMUSP00000041118,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000053178,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000074656,10090.ENSMUSP00000088717,10090.ENSMUSP00000096129,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000110965,10090.ENSMUSP00000115237,10090.ENSMUSP00000124317,10090.ENSMUSP00000124863	Pparg,Taf7l,Nanog,Gata2,Eomes,Kdm2b,Foxa1,Gata6,Rarg,Tcf21,Egr1,Cebpb,Hsf1,Clock,Sry,Cebpa,Sox2,E2f1,Gata3,Trp63,Sox3,Tbp,Zmiz1
GO:0071495	Cellular response to endogenous stimulus	20	1075	0.86	1.13e-10	10090.ENSMUSP00000000450,10090.ENSMUSP00000005279,10090.ENSMUSP00000012540,10090.ENSMUSP00000023673,10090.ENSMUSP00000025867,10090.ENSMUSP00000034973,10090.ENSMUSP00000041774,10090.ENSMUSP00000048838,10090.ENSMUSP00000069616,10090.ENSMUSP00000069850,10090.ENSMUSP00000072617,10090.ENSMUSP00000092901,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100041,10090.ENSMUSP00000102711,10090.ENSMUSP00000103245,10090.ENSMUSP00000109202,10090.ENSMUSP00000124863,10090.ENSMUSP00000130115	Pparg,Klf5,Nanog,Runx1,Rela,Smad3,Gata6,Rarg,Egr1,Cebpb,Hsf1,Jund,Kat2a,E2f1,Gata3,Jun,Klf4,Runx2,Zmiz1,Smad2
